index,Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire,Hibrido
2936,TOYOTA,YARIS,SEDAN 4PTS 1.5L 4CIL 106HP MAN,2013,MAN,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,17.4,21.7,19.1,14.33,163,12,8,9,False
2937,TOYOTA,YARIS,SEDAN 4PTS 1.5L 4CIL 106HP MAN,2014,MAN,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,17.4,21.7,19.1,14.33,163,12,8,9,False
2938,SEAT,IBIZA,3/5 PTS 1.2L 4CIL 105HP DSG TURBO,2015,DSG,Gasolina,4,105,1.2,AUTOS SUBCOMPACTOS,17.4,27.9,20.95,15.71,148,19,9,7,False
2939,FORD,FIGO,HTACHBACK 5PTAS 1.5L 4CIL 110HP AUT,2017,AUT,Gasolina,4,110,1.5,AUTOS SUBCOMPACTOS,17.27,25.42,21.49,16.11,145,13,9,?,False
2940,FORD,FIGO,SEDAN 4PTAS 1.5L 4CIL 110HP AUT,2017,AUT,Gasolina,4,110,1.5,AUTOS SUBCOMPACTOS,17.27,25.42,21.49,16.11,145,13,9,?,False
2941,FORD,FIGO,SEDAN 4PTAS 1.5L 4CIL 110HP MAN,2016,MAN,Gasolina,4,110,1.5,AUTOS SUBCOMPACTOS,17.27,25.42,21.49,16.11,145,13,9,8,False
2942,FORD,FIGO,SEDAN 4PTAS 1.5L 4CIL 110HP AUT,2018,AUT,Gasolina,4,110,1.5,AUTOS SUBCOMPACTOS,17.27,25.42,21.49,16.11,145,13,9,?,False
2943,FORD,FIGO,HATCHBACK 5PTAS 1.5L 4CIL 110HP AUT,2016,AUT,Gasolina,4,110,1.5,AUTOS SUBCOMPACTOS,17.24,25.39,21.46,16.09,145,17,9,8,False
2944,FORD,FIGO,SEDAN 4PTAS 1.5L 4CIL 110 HP AUT,2016,AUT,Gasolina,4,110,1.5,AUTOS SUBCOMPACTOS,17.24,25.39,21.46,16.09,145,21,9,7,False
2945,MINI,COOPER,3PTS 1.5L 3CIL 136HP MAN TURBO,2016,MAN,Gasolina,3,136,1.5,AUTOS SUBCOMPACTOS,17.24,25.64,21.52,16.14,144,28,9,6,False
2946,MINI,COOPER,3PTAS 1.5L 3CIL 136HP TURBO MAN,2017,MAN,Gasolina,3,136,1.5,AUTOS SUBCOMPACTOS,17.24,25.6,21.51,16.14,145,28,9,6,False
2947,SUZUKI,CIAZ,4PTAS 1.4L 4CIL 100HP AUT,2016,AUT,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,17.2,22.8,19.34,14.5,161,9,8,9,False
2948,SUZUKI,CIAZ,4PTAS 1.4L 4CIL 100HP AUT,2015,AUT,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,17.2,22.8,19.34,14.5,161,9,8,9,False
2949,SUZUKI,CIAZ,4PTAS 1.4L 4CIL 100HP AUT,2017,AUT,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,17.2,22.8,19.34,14.5,161,9,8,9,False
2950,SEAT,IBIZA,3/5 PTS 1.2L 4CIL 105HP MAN TURBO,2015,MAN,Gasolina,4,105,1.2,AUTOS SUBCOMPACTOS,17.1,28.3,20.81,15.6,149,6,9,9,False
2951,SUZUKI,CIAZ,4PTAS 1.4L 4CIL 100HP MAN,2016,MAN,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,17.1,24.4,19.76,14.82,157,6,8,9,False
2952,SUZUKI,CIAZ,4PTAS 1.4L 4CIL 100HP MAN,2015,MAN,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,17.1,24.4,19.76,14.82,157,6,8,9,False
2953,SUZUKI,CIAZ,4PTAS 1.4L 4CIL 100HP MAN,2017,MAN,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,17.1,24.4,19.76,14.82,157,6,8,9,False
2954,MINI,COOPER,HATCH 5PTAS 1.5L 3CIL 136HP MAN TURBO,2016,MAN,Gasolina,3,136,1.5,AUTOS SUBCOMPACTOS,17.09,26.41,20.32,15.24,153,28,8,6,False
2955,MINI,COOPER,HATCHBACK 5PTAS 1.5L 3CIL 136HP TURBO MAN,2017,MAN,Gasolina,3,136,1.5,AUTOS SUBCOMPACTOS,17.09,23.8,20.89,15.67,149,28,9,6,False
2956,HYUNDAI,GRAND i10,SEDAN 4PTAS 1.2L 4CIL 86HP MAN,2018,MAN,Gasolina,4,86,1.2,AUTOS SUBCOMPACTOS,17.06,23.16,20.68,15.51,150,39,9,?,False
2957,TOYOTA,YARIS,4/5PTS 1.5L 4CIL 106HP AUT,2011,AUT,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,17.0,20.8,18.52,13.89,168,12,8,9,False
2958,TOYOTA,YARIS,SEDAN 4PTS 1.5L 4CIL 106HP AUT,2012,AUT,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,17.0,20.8,18.52,13.89,168,12,8,9,False
2959,TOYOTA,YARIS,SEDAN 4PTS 1.5L 4CIL 106HP AUT,2013,AUT,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,17.0,20.8,18.52,13.89,168,12,8,9,False
2960,TOYOTA,YARIS,SEDAN 4PTS 1.5L 4CIL 106HP AUT,2014,AUT,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,17.0,20.8,18.52,13.89,168,12,8,9,False
2961,HYUNDAI,GRAND i10,HATCHBACK 5PTAS 1.2L 4CIL 86HP MAN,2017,MAN,Gasolina,4,86,1.2,AUTOS SUBCOMPACTOS,16.95,23.03,20.56,15.42,151,37,9,?,False
2962,HYUNDAI,GRAND i10,HATCHBACK 5PTAS 1.2L 4CIL 86HP MAN,2018,MAN,Gasolina,4,86,1.2,AUTOS SUBCOMPACTOS,16.95,23.03,20.56,15.42,151,37,9,?,False
2963,HYUNDAI,GRAND i10,HATCHBACK 5PTAS 1.2L 4CIL 86HP AUT,2017,AUT,Gasolina,4,86,1.2,AUTOS SUBCOMPACTOS,16.9,21.28,19.97,14.98,156,17,8,?,False
2964,HYUNDAI,GRAND i10,HATCHBACK 5PTAS 1.2L 4CIL 86HP AUT,2018,AUT,Gasolina,4,86,1.2,AUTOS SUBCOMPACTOS,16.9,21.28,19.97,14.98,156,17,8,?,False
2965,NISSAN,NOTE,5PTS 1.6L 4CIL 109HP CVT,2015,CVT,Gasolina,4,109,1.6,AUTOS SUBCOMPACTOS,16.8,21.7,20.04,15.03,155,5,8,9,False
2966,NISSAN,NOTE,5PTS 1.6L 4CIL 109HP CVT,2016,CVT,Gasolina,4,109,1.6,AUTOS SUBCOMPACTOS,16.8,21.7,20.04,15.03,155,5,8,9,False
2967,MINI,COOPER,3PTS 1.5L 3CIL 136HP AUT TURBO,2016,AUT,Gasolina,3,136,1.5,AUTOS SUBCOMPACTOS,16.66,24.4,20.76,15.57,150,48,9,5,False
2968,MINI,COOPER,3PTAS 1.5L 3CIL 136HP TURBO AUT,2017,AUT,Gasolina,3,136,1.5,AUTOS SUBCOMPACTOS,16.66,24.4,20.76,15.57,150,48,9,5,False
2969,FORD,FIGO,HATCHBACK 5PTAS 1.5L 4CIL 110HP MAN,2017,MAN,Gasolina,4,110,1.5,AUTOS SUBCOMPACTOS,16.6,26.1,21.16,15.87,147,13,9,?,False
2970,FORD,FIGO,SEDAN 4PTAS 1.5L 4CIL 110HP MAN,2017,MAN,Gasolina,4,110,1.5,AUTOS SUBCOMPACTOS,16.6,26.1,21.16,15.87,147,13,9,?,False
2971,FORD,FIGO,HATCHBACK 5PTAS 1.5L 4CIL 110HP MAN,2016,MAN,Gasolina,4,110,1.5,AUTOS SUBCOMPACTOS,16.6,26.1,21.16,15.87,147,13,9,8,False
2972,FORD,FIGO,HATCHBACK 5PTAS 1.5L 4CIL 110HP MAN,2018,MAN,Gasolina,4,110,1.5,AUTOS SUBCOMPACTOS,16.6,26.1,21.16,15.87,147,13,9,?,False
2973,VW,VENTO,SEDAN 4PTAS 1.5L 4CIL 105HP MAN TURBO DIESEL,2016,MAN,Diesel,4,105,1.5,AUTOS SUBCOMPACTOS,16.6,24.2,20.66,15.49,173,206,8,?,False
2974,VW,VENTO,SEDAN 4PTAS 1.5L 4CIL 105HP MAN TURBO DIESEL,2017,MAN,Diesel,4,105,1.5,AUTOS SUBCOMPACTOS,16.6,24.2,20.66,15.49,173,206,8,?,False
2975,TOYOTA,YARIS,HATCHBACK 5PTS 1.5L 4CIL 106HP AUT,2012,AUT,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,16.5,20.4,18.05,13.54,172,12,8,9,False
2976,TOYOTA,YARIS,HATCHBACK 5PTS 1.5L 4CIL 106HP MAN,2012,MAN,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,16.5,20.4,18.05,13.54,172,12,8,9,False
2977,TOYOTA,YARIS,HATCHBACK 5PTS 1.5L 4CIL 106HP MAN,2013,MAN,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,16.5,20.4,18.05,13.54,172,12,8,9,False
2978,TOYOTA,YARIS,HATCHBACK 5PTS 1.5L 4CIL 106HP AUT,2013,AUT,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,16.5,20.4,18.05,13.54,172,12,8,9,False
2979,TOYOTA,YARIS,HATCHBACK 5PTS 1.5L 4CIL 106HP MAN,2014,MAN,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,16.5,20.4,18.05,13.54,172,12,8,9,False
2980,TOYOTA,YARIS,HATCHBACK 5PTS 1.5L 4CIL 106HP AUT,2014,AUT,Gasolina,4,106,1.5,AUTOS SUBCOMPACTOS,16.5,20.4,18.05,13.54,172,12,8,9,False
2981,SUZUKI,SWIFT,5PTAS 1.4L 4CIL 100HP AUT,2016,AUT,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,16.5,21.3,18.36,13.77,169,4,8,9,False
2982,SUZUKI,SWIFT,5PTAS 1.4L 4CIL 100HP AUT,2015,AUT,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,16.5,21.3,18.36,13.77,169,4,8,9,False
2983,SUZUKI,SWIFT,5PTAS 1.4L 4CIL 100HP AUT,2017,AUT,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,16.5,21.3,18.36,13.77,169,4,8,9,False
2984,DODGE,ATTITUDE,4PTS 1.6L 4CIL 124HP AUT,2012,AUT,Gasolina,4,124,1.6,AUTOS SUBCOMPACTOS,16.47,21.89,18.54,13.9,168,54,8,5,False
2985,DODGE,ATTITUDE,4PTS 1.6L 4CIL 124HP AUT,2013,AUT,Gasolina,4,124,1.6,AUTOS SUBCOMPACTOS,16.47,21.89,18.54,13.9,168,54,8,5,False
2986,HYUNDAI,GRAND i10,SEDAN 4PTAS 1.2L 4CIL 86HP AUT,2018,AUT,Gasolina,4,86,1.2,AUTOS SUBCOMPACTOS,16.42,21.15,19.61,14.71,159,26,8,?,False
2987,VW,UP,5PTAS 1.0L 3CIL 75HP MAN,2016,MAN,Gasolina,3,75,1.0,AUTOS SUBCOMPACTOS,16.4,21.2,18.26,13.7,170,14,8,8,False
2988,VW,UP,CROSS UP 5PTAS 3CIL 1.0L 75HP MAN,2016,MAN,Gasolina,3,75,1.0,AUTOS SUBCOMPACTOS,16.4,21.2,18.26,13.7,170,14,8,8,False
2989,FIAT,UNO,ATTRACTIVE 5PTAS 1.4L 4CIL 85HP MAN,2016,MAN,Gasolina,4,85,1.4,AUTOS SUBCOMPACTOS,16.4,21.47,18.35,13.76,169,47,8,5,False
2990,VW,UP,5PTAS 1.0L 3CIL 75HP MAN,2017,MAN,Gasolina,3,75,1.0,AUTOS SUBCOMPACTOS,16.4,21.2,18.26,13.7,170,14,8,8,False
2991,VW,UP,CROSS UP 5PTAS 3CIL 1.0L 75HP MAN,2017,MAN,Gasolina,3,75,1.0,AUTOS SUBCOMPACTOS,16.4,21.2,18.26,13.7,170,14,8,8,False
2992,SMART,FORTWO,2PTS 1.0L 3CIL 70HP AUT,2011,AUT,Gasolina,3,70,1.0,AUTOS SUBCOMPACTOS,16.39,25.0,20.72,15.54,150,12,9,9,False
2993,SUZUKI,SWIFT,5PTAS 1.4L 4CIL 100HP MAN,2016,MAN,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,16.3,22.1,18.48,13.86,168,24,8,7,False
2994,SUZUKI,SWIFT,5PTAS 1.4L 4CIL 100HP MAN,2015,MAN,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,16.3,22.1,18.48,13.86,168,24,8,7,False
2995,SUZUKI,SWIFT,5PTAS 1.4L 4CIL 100HP MAN,2017,MAN,Gasolina,4,100,1.4,AUTOS SUBCOMPACTOS,16.3,22.1,18.48,13.86,168,24,8,7,False
2996,SUZUKI,SWIFT,5PTS 1.5L 4CIL 100HP MAN,2011,MAN,Gasolina,4,100,1.5,AUTOS SUBCOMPACTOS,16.29,20.0,17.77,13.33,175,12,8,9,False
2997,SEAT,IBIZA,3/5 PTS 1.2L 4CIL 105HP MAN TURBO,2013,MAN,Gasolina,4,105,1.2,AUTOS SUBCOMPACTOS,16.23,25.93,19.52,14.64,159,12,8,9,False
2998,FORD,FIESTA,HATCHBACK 5PTS 1.6L 4CIL 119HP AUT,2014,AUT,Gasolina,4,119,1.6,AUTOS SUBCOMPACTOS,16.21,23.37,20.14,15.11,154,20,8,?,False
2999,FORD,FIESTA,4PTS 1.6L 4CIL 120HP AUT,2015,AUT,Gasolina,4,120,1.6,AUTOS SUBCOMPACTOS,16.21,23.37,20.14,15.11,154,20,8,?,False
3000,DODGE,ATTITUDE,4PTS 1.4L 4CIL 108HP MAN,2012,MAN,Gasolina,4,108,1.4,AUTOS SUBCOMPACTOS,16.21,20.88,18.02,13.52,172,74,8,4,False
3001,DODGE,ATTITUDE,4PTS 1.4L 4CIL 108HP MAN,2013,MAN,Gasolina,4,108,1.4,AUTOS SUBCOMPACTOS,16.21,20.88,18.02,13.52,172,74,8,4,False
3002,SEAT,IBIZA,5PTS 1.2L 4CIL 105HP MAN TURBO,2014,MAN,Gasolina,4,105,1.2,AUTOS SUBCOMPACTOS,16.2,25.9,19.48,14.61,160,17,8,8,False
3003,VW,POLO,5PTAS 1.2L 4CIL 105HP DSG FSI FRONT TURBO,2016,DSG,Gasolina,4,105,1.2,AUTOS SUBCOMPACTOS,16.2,24.0,18.98,14.23,164,6,8,9,False
3004,VW,POLO,5PTAS 1.2L 4CIL 105HP DSG FSI FRONT TURBO,2017,DSG,Gasolina,4,105,1.2,AUTOS SUBCOMPACTOS,16.2,24.0,18.98,14.23,164,6,8,9,False
3005,SMART,FORTWO,COUPE 3PTS 1.0L 3CIL 83HP AUT TURBO,2012,AUT,Gasolina,3,83,1.0,AUTOS SUBCOMPACTOS,16.13,25.0,20.52,15.39,151,9,9,9,False
3006,SMART,FORTWO,CONVERTIBLE 2PTS 1.0L 3CIL 83HP AUT TURBO,2012,AUT,Gasolina,3,83,1.0,AUTOS SUBCOMPACTOS,16.13,25.0,20.52,15.39,151,9,9,9,False
3007,SMART,FORTWO,COUPE 3PTS 1.0L 3CIL 83HP AUT TURBO,2013,AUT,Gasolina,3,83,1.0,AUTOS SUBCOMPACTOS,16.13,25.0,20.52,15.39,151,9,9,9,False
3008,SMART,FORTWO,CONVERTIBLE 2PTS 1.0L 3CIL 83HP AUT TURBO,2013,AUT,Gasolina,3,83,1.0,AUTOS SUBCOMPACTOS,16.13,25.0,20.52,15.39,151,9,9,9,False
3009,FORD,FIESTA,HATCHBACK 5PTS 1.6L 4CIL 119HP MAN,2014,MAN,Gasolina,4,119,1.6,AUTOS SUBCOMPACTOS,16.13,23.36,20.08,15.06,155,20,8,?,False
3010,FORD,FIESTA,SEDAN 4PTS 1.6L 4CIL 119HP AUT,2014,AUT,Gasolina,4,119,1.6,AUTOS SUBCOMPACTOS,16.13,23.36,20.08,15.06,155,20,8,?,False
3011,FORD,FIESTA,SEDAN 4PTS 1.6L 4CIL 119HP MAN,2014,MAN,Gasolina,4,119,1.6,AUTOS SUBCOMPACTOS,16.13,23.36,20.08,15.06,155,20,8,?,False
3012,FORD,FIESTA,4/5PTS 1.6L 4CIL 120HP MAN,2015,MAN,Gasolina,4,120,1.6,AUTOS SUBCOMPACTOS,16.13,23.36,20.08,15.06,155,20,8,?,False
3013,KIA,RIO,HATCHBACK 5PTAS 1.6L 4CIL 121HP MAN,2018,MAN,Gasolina,4,121,1.6,AUTOS SUBCOMPACTOS,16.08,21.97,19.64,14.73,158,29,8,?,False
3014,CHEVROLET,MATIZ,5PTS 1.0L 4CIL 64HP MAN,2013,MAN,Gasolina,4,64,1.0,AUTOS SUBCOMPACTOS,15.97,22.13,18.26,13.7,170,69,8,4,False
3015,CHEVROLET,MATIZ,5PTS 1.0L 4CIL 64HP MAN,2012,MAN,Gasolina,4,64,1.0,AUTOS SUBCOMPACTOS,15.97,22.13,18.26,13.69,170,69,8,4,False
3016,CHEVROLET,MATIZ,5PTS 1.0L 4CIL 64HP MAN,2011,M5,Gasolina,4,64,1.0,AUTOS SUBCOMPACTOS,15.97,22.13,18.26,13.69,170,69,8,4,False
3017,HYUNDAI,i10,5PTS 1.3L 4CIL 66HP MAN,2015,MAN,Gasolina,4,88,1.25,AUTOS SUBCOMPACTOS,15.95,21.35,18.0,13.5,173,20,8,7,False
3018,FORD,FIESTA,IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,2011,MAN,Gasolina,4,101,1.6,AUTOS SUBCOMPACTOS,15.9,25.9,20.57,15.43,151,67,9,?,False
3019,FORD,FIESTA,IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,2012,MAN,Gasolina,4,101,1.6,AUTOS SUBCOMPACTOS,15.9,25.9,20.57,15.43,151,67,9,?,False
3020,FORD,FIESTA,IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,2013,MAN,Gasolina,4,101,1.6,AUTOS SUBCOMPACTOS,15.9,25.9,20.57,15.43,151,67,9,?,False
3021,FORD,IKON,HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,2016,MAN,Gasolina,4,101,1.6,AUTOS SUBCOMPACTOS,15.9,25.9,20.57,15.43,151,67,9,?,False
3022,SMART,FORTWO,COUPE 3PTS 1.0L 3CIL 83HP AUT TURBO,2014,AUT,Gasolina,3,83,1.0,AUTOS SUBCOMPACTOS,15.87,24.39,20.17,15.13,154,9,8,9,False
3023,SMART,FORTWO,CONVERTIBLE 2PTS 1.0L 3CIL 83HP AUT TURBO,2014,AUT,Gasolina,3,83,1.0,AUTOS SUBCOMPACTOS,15.87,24.39,20.17,15.13,154,9,8,9,False
3024,SEAT,IBIZA,3/5PTS 1.6L 4CIL 105HP DSG,2015,DSG,Gasolina,4,105,1.6,AUTOS SUBCOMPACTOS,15.8,25.5,19.06,14.3,163,25,8,6,False
3025,SEAT,IBIZA,3/5PTAS 1.6L 4CIL 110HP MAN,2016,MAN,Gasolina,4,110,1.6,AUTOS SUBCOMPACTOS,15.8,24.5,18.81,14.1,165,11,8,9,False
3026,SEAT,IBIZA,3/5PTAS 1.6L 4CIL 110HP MAN,2017,MAN,Gasolina,4,110,1.6,AUTOS SUBCOMPACTOS,15.8,24.5,18.81,14.1,165,11,8,9,False
3027,CHEVROLET,MATIZ,5PTS 1.0L 4CIL 64HP MAN,2014,MAN,Gasolina,4,64,1.0,AUTOS SUBCOMPACTOS,15.78,23.95,18.64,13.98,167,34,8,6,False
3028,CHEVROLET,MATIZ,5PTS 1.0L 4CIL 64HP MAN,2015,MAN,Gasolina,4,64,1.0,AUTOS SUBCOMPACTOS,15.78,23.95,18.64,13.98,167,34,8,6,False
3029,KIA,RIO,HATCHBACK 5PTAS 1.6L 4CIL 121HP AUT,2018,AUT,Gasolina,4,121,1.6,AUTOS SUBCOMPACTOS,15.71,21.28,19.17,14.38,162,16,8,?,False
3030,CHEVROLET,SONIC,LT HATCHBACK 5PTS 1.6L 4CIL 115 HP MAN,2016,MAN,Gasolina,4,115,1.6,AUTOS SUBCOMPACTOS,15.71,22.52,18.18,13.64,171,7,8,9,False
3031,CHEVROLET,SONIC,HATCHBACK 4PTAS 1.6L 4CIL 114HP MAN,2017,MAN,Gasolina,4,114,1.6,AUTOS SUBCOMPACTOS,15.71,22.52,19.54,14.65,159,7,8,9,False
